id,commentText,Labels
UgiaDynlsaQSwXgCoAEC,kabita mam ; please garlic rice banana beta den,6
UggFACCix7f1xXgCoAEC,Please can you tell me do I can replace the Coriander by Parsley,7
UgigCOfwaFKOs3gCoAEC,I love ur cooking,4
Ugi_X0BVlut56HgCoAEC,Tave Par Kyu Pakana Hai ???,7
Ughg06ChteUlXngCoAEC,awesome,3
UggD87_OKIye5ngCoAEC,"hi mam ,how we can prepare  Shahi biryani masala powder at home",7
UgjTj8Z4GPGt63gCoAEC,can you please tell me a substitute for biryani mix powder and chicken powder ? many thanks,7
UghssnbZzxqZXngCoAEC,gud 1 but my doubt u didn't put oil to cook chicken?? u didn't even mix dat chicken.down?? it will raw rite.,7
Ugjdd2k3J4pYBXgCoAEC,"Great, Simple and Awesome presentation, Thanks a lot. Where can i get this wonderful recipe.",5
UgjwKdEWMt6eK3gCoAEC,thank you kavita,1
UgjOb-ZVLO9DOHgCoAEC,amezing,3
UgjSofyBnWrNdHgCoAEC,Nice biryani,2
Uggoy76xcjQmrXgCoAEC,thanks . aaj hum ne try kiya sab ko kafi pasand aaya,1
UgihA-bpJ-VQjHgCoAEC,very nice recipe,2
Ugj7OccllRU8wXgCoAEC,very nice recipe,2
UgjimTRhyIs8U3gCoAEC,"We tried it with full discipline at home... !
Thank You for sharing",1
UgiQIxIvdZ4rkngCoAEC,really u r professional...special I like your preparation all ingredients... thanks to you,5
UggtsxBtJLKJbXgCoAEC,anty chicken  kese galy GA hum kia usay fry Kar  sakte.,7
UgguVbqC0LCONngCoAEC,Thanks,1
UgjQDXFOXP6UhHgCoAEC,Try star anise too if you get there. it gives awesome flavor to biryani.,6
UgglddCMPGXb-ngCoAEC,nice,3
UghMznBc-nlcMXgCoAEC,I m gonna try it this weekend :),6
Ugim2z5xO88arHgCoAEC,Thoda sa chawal gila ho gaya tha.Temperature maintain nahi kar paye.,6
UghBkqAqdLYPo3gCoAEC,very nice,3
UgjMtlpmP-HBjngCoAEC,nice,3
UggCg5mM5Hb7CXgCoAEC,Hi.. Kabita ji humane aaj try Kiya hai apka briyani recipe but apka jesa achha nahi bana. .thnxx,1
UghXKkqLF9f95ngCoAEC,Its a really awesome way or easy way to make biryani thank u so much Kavita mam,5
UgiPkNw1Fo3Fn3gCoAEC,"hi, what is chicken masala and shahi masala?
can you gives us recipe or brand that you used",7
UghiOqzfyPr55HgCoAEC,really nice,3
UghaaWEhOhuTkHgCoAEC,thanx alot mam...im waiting for recipe...god bless you !,1
UgjbAV2x-EyqNngCoAEC,veri good resipi,2
UgiJ1baUDHFqwHgCoAEC,"kavita,i will tell my mom to try this....thanks",1
Ughp5epQ7IvqrHgCoAEC,Nice recipe I wil try my best,2
UgjZMLQW31Ord3gCoAEC,Very delicious,2
UgiEuy92CPYNmHgCoAEC,nic recipe,2
UgjY_vZnsg3seXgCoAEC,"bhehenji mai europe mea next weekend mea bananekey koshish karega.
thanks.",1
UgjfSB0PKA0BmngCoAEC,aap biryani banoitho mereku khaye sa dikhrahayea.thanks sister.,1
UghCDunVE8eDvHgCoAEC,"Oh yummi Kabitaji....yes I can smell the flavour.....
Thank you....",1
UgirYvoIU8rxwXgCoAEC,Awesome.....simple and best.....Thanks a lot,5
UgjHfsKS18xzb3gCoAEC,"oooh thnkq,,,",1
Ugj8CdN2BAfsRHgCoAEC,superb,3
UgjyaNlDhV_HGXgCoAEC,kabita ji..thanks 4m Bangladesh..,1
Ugiy1ylKCexLFHgCoAEC,very good .the vedio shows step by step procedure with the quantity  yo be added . must try. 👍,3
UgjbvjDDRWvbjHgCoAEC,wow nice,3
UgioNOw1Asok3ngCoAEC,thanks madam,1
Uggcw6EFEMIkzHgCoAEC,kabita g kitna time dam karna h plz riply plz,7
UgiWEmTrVihxRHgCoAEC,nice,3
Ugjd7XB9IR-O5XgCoAEC,kia pressure cooker me dum dia ja skta hy buryani ko?,7
UgjkEdhIPkya5ngCoAEC,use pressure cooker,6
UggIBYpBIaxmPHgCoAEC,its good but  ur forget sahijeera  cashow nuts,6
UgjgWbZpupc1X3gCoAEC,Awsome dear.......,3
Ugjk0laq-R8UcngCoAEC,thank you kavita baji love from pakistan,1
Ugjcm0l5ju1bxHgCoAEC,"When we say half cooked rice, about how much time should one cook the rice?",7
Ugh8pWThjx0lo3gCoAEC,veary will explained 👍,4
Ugi6zhiYux5ySHgCoAEC,your recipe is very good. Thank you very much,5
UgiivHtkvK6y6HgCoAEC,very simple and good recipe,2
Ugim6KDZZyLS_ngCoAEC,"Just Awesome,great job,Tx.",5
UgjvZjp-3W_BkXgCoAEC,kabitha ji..u r simply awesome..superbb recipe...love it..will surely try it..,5
UggHghTLjj1BSHgCoAEC,very good,3
Ugg3lpaiupQmG3gCoAEC,looks very dry,6
Ugh378cNvfBVS3gCoAEC,it's yummy I had try tody😋,2
UghRUEQOZXwKBXgCoAEC,no food colour not healthy,6
UggmfLS_VNRvZHgCoAEC,your recepie is easy testy and so yammy!!,2
UggDK6sn6EsOnXgCoAEC,better than other recipies,6
UgirUlk_lUbYt3gCoAEC,do we get ghee fragrance while eating?,7
UgiWNukai5BhDngCoAEC,very very nice,3
Ugjz10yKwJ0KF3gCoAEC,yammmiiii,2
UggLRZwUaAjos3gCoAEC,Thank you for sharing,1
Ugjk_oK84_I2mngCoAEC,Thank you for sharing this very nicely done video :D,5
UggZSZxjNcw7w3gCoAEC,thank you it's very delicious,5
UggI81IhK8RyrngCoAEC,"thankyou, me jarur try karugi",1
UgiKVfZvQ2WtQngCoAEC,onion fried not roasted,6
UgjgtYcJxI7NoHgCoAEC,ok mam good night,6
UgivT0Glw3ltJngCoAEC,kabitha mam....Nice..,3
Uggb_6DFTrc9OngCoAEC,thanks. you made it look very easy,5
Ugj6vhrJ_LOfqngCoAEC,We saw your recipe and a thankful I still have fantastic too,1
UgiPFyvxGAguXXgCoAEC,can you make this in a pressure cooker??? on low heat...,7
UgjLx3n8CsQD4ngCoAEC,VERY GOOD RECIPE,2
UghUlD-KNAeVAHgCoAEC,I want to eat this.,6
UgjWqOG81SXAengCoAEC,i m also using this style to cook Biryani,6
Ugi-uMZSdFdJxXgCoAEC,beautiful,4
UggcthtU9Pj99HgCoAEC,thank you 🌷🌷,1
UggNEOCcle_Gw3gCoAEC,really helpful.. thank you,1
Ughj6m0zfEzoTXgCoAEC,Awesome recipe....👌🏼,2
UgipjEDaqpoy_3gCoAEC,i am lucky to see this recipe..,6
UghYsqbF9AFh4HgCoAEC,shahi masala keyse banau?,7
Uggq6Hw5P-TmrngCoAEC,please tell me,6
Ughp72_KDSEZ9HgCoAEC,how raw chicken will be cooked  together?,7
UgiognkIdS-QFXgCoAEC,nice biryani,2
UghG7IDNgYBkh3gCoAEC,Lovely reciepe mouth watering,2
UgiYFeYjr13NYngCoAEC,"Wow Kabita ji, this is such a delicious recipe! I will try it for sure :)",5
UgjWLbDOfIXqjHgCoAEC,Thank you for sharing this wonderful recipe.,5
Ugg3U3Db9u6imHgCoAEC,sach  main muh  se paani aya dekhke... superb video.. lovely recipe!,5
UgjFL4NLSQ1jwXgCoAEC,Very professional and impressive......,4
Ugj5D-6nVEReQXgCoAEC,Kabita..a beautiful presentation once again...u shud seriously think of becoming a super chef and get the Michelin star..im sure u will get it...give it a thought,4
UggtoZyYP1Cqx3gCoAEC,"hello, can we use a pressure cooker for the biryani?",7
UgiNSZgwreAYqXgCoAEC,Thank you so much! Your demonstration was just perfect. Thanks a lot! :),5
UggLSMR_Wv7evHgCoAEC,so u never put water before sealing it? is that the way? does the chicken cook properly?,7
Ugjnm25N0zy213gCoAEC,Thank you for the recipe!!! I have tried this biriyani and it was a super success..restaurent style!!!,1
Ugj_Zdfo26p893gCoAEC,Very Nice... Good Job .. God Bless !!!,5
UgiYaUeHVpTBNHgCoAEC,very nice,3
Ugh07OhG_UyV5ngCoAEC,Thank you.,1
UghdW9wiw2cOrngCoAEC,"Good recipe, can we so the sum process in pressure cooker ?",5
UghDzwgeVcqZfHgCoAEC,Good recepi,2
UghyWGL8Ia2f1ngCoAEC,@ 5:26 somebody is standing behind you...Bhoot.....LOL..!!!,6
Ugj32HOjcR0lEXgCoAEC,"Hi Kabita thanks for making this relish dish so easy,
I really appreciate your presentation and cooking skills.:)",5
UgjoVurOb8HJ9ngCoAEC,thanks for this easy recepie,5
UggDNlXtD0SJBngCoAEC,What an efficient way to make the Chicken Biryani!! Kudos to your hard work.,4
Ugzlad_WLoZXHxpIlHV4AaABAg,"it’s a must try recipe.. you guys need to try it for atleast once ...I’m writing this while eating maggi noodles❤️❤️
Thanks kabita api 
Love from Pakistan 🇵🇰",1
UgxB8gOVcFJqAhyOUlp4AaABAg,Mun me pani aa rahahe,2
UgzozQsi9Np4044FViN4AaABAg,I have make this is so tasty,2
UgyK-QspnfvTh0vXtdp4AaABAg,it is the best Maggie recipe on u tube,2
UgzIxYIoX_9iswyPwIR4AaABAg,Super I love ur channel,6
UgxEzN5udtkPMKnxZjh4AaABAg,Living example of maggi can't be cooked in 2 minutes 😂,6
UgzSmxnkSDKAEUGIA894AaABAg,"Mast tip hai.... Mijhe maggi banane nahi aattaa hai......
Thank you.....😅😅😅😅😅",1
UgyXWRFUirTvATUjyPp4AaABAg,Very  tasty  and  very  yummy,2
UgyRTdMqrkKg6W0Dh9J4AaABAg,Green peas in Maggie 🤑,6
UgywJ9Y3uDfTwLmT_HN4AaABAg,Kya hum ismai aaalo dal skte h mutter k jagah,7
UgwOHQvTcwLsRle8unh4AaABAg,It is the best Maggie recipe on  U tube...😋🤤🤤😋,2
Ugyx4uSUzVZH7zZh4RR4AaABAg,now i wanna try it,6
UgwXL7qLvWBsNKyu94l4AaABAg,oil kon sa ???,7
Ugxffb72vB4WVkJ1cZV4AaABAg,So yummy and tastey thankyou so much,5
UgwQGBdqiKW_xEVG7id4AaABAg,Thank you very much........!!!,1
UgySGK5-cg5XsGPxaUZ4AaABAg,Mene banani dahut tasty hi,2
Ugx76oi1oUphqKISLuR4AaABAg,"Really helpful recipe!!!!! Try this recipe blindly nd u will get awesome taste!!!! I luv it very much!!!!!,😘😘😘😘😘😘",2
UgxLv9OWkmlh0NyqASl4AaABAg,aap bina pani ke maggi ki resipi sher kar sakti hai 👉pleas👈,7
UgzjM6txIuFEKMYz8gV4AaABAg,u r great...,4
UgwZ_nI5tS1H40LdnNV4AaABAg,Super nice mem,3
UgyPhzFch8WZsJJynXV4AaABAg,Wow yummy recipe 😋😋😋😋 I will try 😍😍😍😍,2
Ugxold5ksxFcs5u7ghN4AaABAg,😘😘😘😘nice didi!!!! Super tasty thing 😋😋😋😋,5
Ugxfx_NM-g5Pxq9-SeV4AaABAg,kis kis ko maggi pasand h hit like plzz,6
UgxPelySdk0-MVjWnQh4AaABAg,"Sabji bana kar tari me Maggie mila di...!! Yahi bol deti,"" sabji bana le, aur tari me Maggie dal kar 2 minutes k liye chod de. 2 minutes me Maggie taiyar..",6
UgzM7mWaJdpv6T_LR-B4AaABAg,I hate it,6
UgyjiwSg_MuFpbGjhRl4AaABAg,Amazing aunty,3
UgxN68gr4iKySe8J4Xd4AaABAg,Awesome. Thank u so much.,5
UgznwwPNFltgs70vASB4AaABAg,It is looking very tasty And today I will make it,2
UgxfhjoqmdrC3yYnch94AaABAg,Nice mam,3
UgzVel1vxYlJfHkG_tB4AaABAg,yummi maggi😄😄,2
Ugx8AMmbNFvnL0MnKm14AaABAg,Mena aj noodles banaye bht maze ke but oil itna zaida daal Diya ke abhi tk vomiting ho rhi hai,6
UgzhhMCPVzE0X5AFdnt4AaABAg,Tried it just turned out so deliciously then ever before,2
Ugw1u_YJ8m-2AyLRHup4AaABAg,Maggie mujhe bahut pasand hai 😜,2
UgwTxp9X-3agwFo0yrN4AaABAg,Thank you so so much.. I made Maggi following ur recipe.. It's been a while since I've been super bored of Maggi I didn't even want to look at it again.. But following ur recipe the Maggi turned out to be super yummy,5
UgyP6xRR86hRwVM1uGh4AaABAg,Wow,3
UgyketImkepf9drTSVt4AaABAg,Bhot achhi,3
Ugz_WR8uVZAi3u52VrB4AaABAg,Sanju,6
UgxPvok2ZvsbB0d3G2x4AaABAg,Yummy 😋😋😋😋😋😋😋😋😋😋😋😋,2
Ugy4KUFbXFNPlazTEQR4AaABAg,I love maggi,2
UgxEla4gv-F83w2dRsV4AaABAg,We tried it really its too testey,2
Ugx_xvRqAqrWpCifMiV4AaABAg,Ise accha meri mammy banati ha,6
UgyDpnBat56-MjI5MQx4AaABAg,Nice ,3
Ugzm--0GRIln6lJohPt4AaABAg,mam is dish me capsicum bhi use kr skte h.. ??,7
UgzSbzyDkOew5wwbf3h4AaABAg,Hi,6
UgzgHV1JQE4XZgNBVDV4AaABAg,Mera aik bar noodles khane.k baad bar bar dil kar raha hai amazing noodles.lots.of.love from PAKISTAN,2
UgwXmeiuZJgecbdfCzp4AaABAg,Mein yh comment noodles khane k badh type kr rhi hon or mam noodles bhot.mazay k.banay thay  ..Thanks for this yummiest recipe,5
UgynBbtIyxqMcaffiYh4AaABAg,Aadha minute mein piyaj jar jata hai,6
Ugww9nC4SU7Vh4MlT0R4AaABAg,Very yummy,2
UgxCVxt-9mqIx5ltkSt4AaABAg,"But is it healthy to use Maggie masala with chilli powder and turmeric
Is it healthy",7
UgzFaL8HMx-UCsfh-3F4AaABAg,I tried it today.... very tasty...😇😋😍,2
Ugylp4baYUSSjrD_3md4AaABAg,kisi nae banaye hain plz muhje bhi batao kaise bane hain phir mein bhi banao,6
UgwIh3mVREmU6qbsh714AaABAg,thnx,1
Ugze0Ac43w49Z7-v9GV4AaABAg,Very nice,3
UgyQ0K9VyEWg1u1Ypel4AaABAg,Nice,3
UgxgTu8zzIpPA0T8KbF4AaABAg,I have just tried it and it is amazingly delicious ❤️❤️,2
UgzAFGKdY9pedcpPWb94AaABAg,It's so yummy 😋 I tried it today ND my brother and mom loved it. 😍,2
UgzOgCOHHAEVBXsg2uh4AaABAg,Super it's fantastic,3
UgycA2qeDWDdu0E42954AaABAg,starts at 0:37,6
UgzqCZkNMabqAozrSXd4AaABAg,Hi,6
UgzNVE0kIHE1QXqwFSJ4AaABAg,But good one kabitaji,3
UgztttR9mIxE319ljf14AaABAg,Tasty  yummy 🤗🤗🤗,2
UgxoYgQBwuFW56fGbcB4AaABAg,Tasty and yummy,2
UgwJQu4i8XqiG_6Hyi14AaABAg,Good,3
UgwMn9DnxTH_VqVAVzt4AaABAg,Made this today....everything was ok except the salt..thoda kam hogaya.. Thank u so much for the recipe,1
UgwmAHAG8P6mOKP6ciF4AaABAg,Nice videos,3
Ugy3lESanGbN-OLiuXF4AaABAg,Mai abhi ye try Kar rhi hu,6
UgxP6GoZLl7uz3amfFh4AaABAg,Delicious noodles gummy tummy,2
UgzBVYp8c6wFjZPx_At4AaABAg,Tasty.... 😋😋😋😋👍👍,2
Ugx5JdIOJRDqm-KuUMR4AaABAg,Didi are you professional chef😍,7
UgxNTCxAAKls1n_R7vR4AaABAg,Nice,3
UgxG8Mpb3E3dnfJJfaV4AaABAg,Super..,3
Ugzc-Bc2oRYMgYdi7Q54AaABAg,Best ,3
UgzPL297C2ODiw2veNZ4AaABAg,"First time I have made it, l'ttle slippery, but I liked the taste. Let's see what's her (my wife) opinion after taste my first made dish!!
Thank you very much Ma'am!",1
Ugw6sYQXm5lF8aSKzHJ4AaABAg,Ur recipe is to good,2
UgykfIHC21KdK7g8wQJ4AaABAg,Easy and tasty ...Thank you❤️❤️,5
UgzmZgXxJVhtRBkS1mN4AaABAg,are mre maggi to bahut gndii bnii h yrrr🤣🤣 jl gai,6
Ugz2-LroHHWjzLUkBFx4AaABAg,Bani to achchi hi per bahut mehnat lagti hi jaese sabzi bana rahe hi,6
UgzNGlKK1RWr5Pyg8_t4AaABAg,can you make the video of recipe of ukadiche modak plzz,7
UgzKmoZTgizDbo6QJRx4AaABAg,I 'll try it at home its really tasty,2
UgzWdyhdOYFl3M6N4qR4AaABAg,Thanks aunt usa 🇺🇸,1
UgwmLr2dprrgKvtff7p4AaABAg,i love maggie😀,2
UgyNIqKUlbvW2JqZHtV4AaABAg,Nutan,6
Ugxh7Rs73Cf927MOKHR4AaABAg,Very nice and easy recipe😘😘👌👌👍👍tried it and my mother loved it.thank you kabita,5
UgxOq_mE3a4gSCv3oMB4AaABAg,Very nice recepi,2
UgwXth1QYm5LZ4SRj-94AaABAg,I love maggi,2
UgzBvbN8j3agWQBGV214AaABAg,Oh my God so tasty yummy,2
UgxSuSY1xANg0hPeIh14AaABAg,"Mem koi kitchen whatsapp group hoto add kyoki

7840876135",6
UgxA15cltSYwVRzsZ2V4AaABAg,Nice,3
UgwLEOvFb0S38bk9Kqh4AaABAg,It's yummy I love this,2
UgwXhpUYi2AwBDjk9zZ4AaABAg,Nice mam,3
UgygB7yXoYs2T_2-CNV4AaABAg,Very tasty.........,2
Ugw_YCLDJ5VsuuaoE014AaABAg,"my first food making
I burned the onions 😅but still it turned owsome taste",2
UgzHVO7UnxcerpChrhJ4AaABAg,Tasty Maggie,2
Ugy6bikmr5DlYv6nLHx4AaABAg,Osm,3
Ugxo_8tVknAHvsNhQhV4AaABAg,Thnku mam,1
UgxZExFzlYE_ITz_gqR4AaABAg,I tried it it was super tasty,2
UgweoUHFBkB0Q6f1v514AaABAg,"Maza aa gya dekh kr hi  
Aaj  hi banunga 👍👍👍",6
UgyD7ZeR6xPBDEVJnYB4AaABAg,Wow....... Mam yummy,5
UgzmuZk9TEXz0bof0Sp4AaABAg,Thanku so much for showing  a receipt how to make a yummy Maggie.,1
UgzB8pkXSt2TbSpczpJ4AaABAg,Muh main pani agaya,2
UgxOQNRh2jWBtn6f0PZ4AaABAg,Thanks,1
UgzJWbYuGCevQxYygW54AaABAg,Yummy food..... thanks mam.🙏🙏,5
Ugy0727WB4GyKyVjt6N4AaABAg,Hello kabita mam Maine Maggi ....banaye bahut teasty Bani...mere 4 years beta hai  Swaroop usko bahut pasad aaye....thanku for nice recipe,5
UgzAaWGmCYKaIYTMsg54AaABAg,i love your recipes! thank you for sharing your talent with us! ❤️,4
Ugzyw1JDApiQJTwjBHd4AaABAg,good,3
Ugx178cEOcMraXkRvNF4AaABAg,Tumse bdhiya bana lu me mera tarika alag h,6
UgwbV41a-92prQvNwol4AaABAg,Yummy maggi,2
UgzpDxwlNV0VEud-4cd4AaABAg,Maam humko maggi jaise sirf noodle kaha milega ?,7
UgzDE5phW-xBJMWLrRF4AaABAg,I can assure that if u follow this recipe....u will get an amazing output ...its osmmm,3
UgwMAVlJLvna5ipilkZ4AaABAg,I know,6
Ugw0Va3GKkN84hpHpnx4AaABAg,Kabita'S Kitchen Fans Like Here,6
UgzXhRFVG6CzoKY0RVF4AaABAg,Very nice,3
UgzqLFGCRBFloB3w4GB4AaABAg,Kacchii he,6
UgzwSa57G5l0j0tLjBZ4AaABAg,I will try this recipe 😊😊,6
UgyvRMjPjKMHtBmGpoF4AaABAg,So nice colors,2
UgyeVIW5J-x2AM0AK9l4AaABAg,Ananya,6
Ugx76x1LF1HbxYNnWdR4AaABAg,Its very instant  method..  Thank you maen..,1
UgyoNkXRgQhEEEBqxj94AaABAg,very tasty,2
UgxAe1brvHMHaz089TR4AaABAg,I tried it Was so yummy.... 😋😋😋😋thnku  mam for ur awsme recepie.... 😉😉😉,5
Ugx84Xank3TLwYpETPl4AaABAg,Mai aise hi bnati hu.. 😊,6
UgxjXzdQzul-FBv9bqB4AaABAg,Very nice maggi .,2
UgxzO7eSCdAUB81ratR4AaABAg,Superb taste,2
UgxAafsYKMIR3bLQpeN4AaABAg,Awesome taste,2
UgxFjI2AqeE0S-Fxxol4AaABAg,I like your recipe so much,2
UgxIYp5JZNTriBbqDBF4AaABAg,It's very osm,3
Ugzwi9cx3AbFOUOmT2l4AaABAg,Maggi recipe very nice,2
UgxVAv6670sF6k3x-_14AaABAg,super racepi,2
Ugx1uGhwinsWvJLw_Kp4AaABAg,How to make yippee noodles,7
Ugyu1-sScq_avsD8LaV4AaABAg,very nice,3
Ugz4VxGkA0u9yzprRR94AaABAg,Thank you,1
UgzZS7k9Ql47Z99cr8F4AaABAg,Good maagi,2
UgyneOtVwS15LCFTfyl4AaABAg,"watch it...make it...and enjoy it.
so yummy and tasty...superb.",5
Ugw5d3VHyhu9mewFmY54AaABAg,Telugu loo patavachu kada,6
UgzwEsXIlQnEAirKal54AaABAg,I tried this Maggie today and it turned out so delicious.. Thanks for sharing Kabita 👌🏼👌🏼,5
UgzbGTMpbBElhxUDxDB4AaABAg,Very testi 👍,2
Ugw-by4er8pEEmlKSh94AaABAg,Darun...........😛😛😛😛,6
Ugw8Nf-b_mDr_5uKHgt4AaABAg,nice video,3
UgyJWDxIyRBxZPXLoQl4AaABAg,Your recipes are damn nice 😍😍,4
UgyAEPg_T3wafhIDIp94AaABAg,Dhaniya powder skip kar sakte hain or chilli powder ki jagah chilli flakes or jeera powder ki jagah jeera use kar sakte hain kya????,7
UgynLOpz_HwKsuxv1Uh4AaABAg,Main bhi maggi masala noodles banaaugi,6
UgyJ6AStj5o3tIPePSd4AaABAg,Kabada bangyi hamari magi,6
UgztoP5bzk3V8FizqEJ4AaABAg,Thank you for this video,1
Ugy-fZTCxxPjX0hWOZ14AaABAg,I tried your recipe it was very tasty thank you,5
UgzkRg5k87Ms32W4KMB4AaABAg,Txxx mem,1
UgyW3vbWrMCcaR0Ps154AaABAg,i have try this meggi😋,6
UgytdoTwPmpfWOTsWnV4AaABAg,Yaar mughe to dekhte dekhte hi muh me paani aane laga 😋😋😋😋😋😋😋😋😋😋😋😋😋,2
Ugy8xTj9HXX3SIZmiKN4AaABAg,Aunty Mai jarur try karungi,6
Ugx3LRywAiTfWhOoXmh4AaABAg,Gazab meggi.. every one should try this method..,2
UgyU_frdngjntVfek3h4AaABAg,Aap mere guru ho. My wife and my son are inspired by my cooking because u .,4
Ugz4xleAhZGBX5Mmqg94AaABAg,"Its sooo satisfying when u try a new recipe its it turns out to be amazing!! I'm soo glad I came across your video, its sooo delicious😍",5
Ugy907x6iawYFWvN2ch4AaABAg,Thanks mam🐏🐏,1
UgxstydLvUDjZtspJdh4AaABAg,Kis kis Ko ya recipe achee lagi like karo,6
UgzpnbNUbOOp_qEZKyd4AaABAg,Very tasty,2
UgzqAZc4Ob7ATOcKq-x4AaABAg,yeah ......... wooowww yummmy,5
Ugz8PwkXBgC3nIZv0lh4AaABAg,Mere kitchen ki aeis taid ho gyi,6
UgxjkwTTi5EQhNZAPeZ4AaABAg,To good,3
UgzxiFqPBxExEq8cK4R4AaABAg,Nice,3
UgzzlfqhE2S_uF4erqB4AaABAg,Thanku so much.. 1st time Maggi is typ k banaya hai.. Jast aswm.. Again Thanks maam,1
UgzUdGO27AqLDJBGVtx4AaABAg,"I have tried it
It was fantabulous but I substituted peas with carrot
And it turned out ti be yummilious",2
UgymOOzNTnF8ouaGo014AaABAg,Thank you didi for the video,1
Ugyue3RpNf0TXGT5c0l4AaABAg,Yammi,2
Ugz9-pGqetV6PNVMh6R4AaABAg,I tried it and the results were out of the box!i am a fan of yours now#khushi,4
UgwbZcfAYjsEImxo4vp4AaABAg,Super,3
Ugz-P8cPFiU9mC_DfRp4AaABAg,Tasty noodles,2
UgwC1VGFbYKGRJxpD794AaABAg,Very good,3
Ugwd-Fj5R1GK0AinadZ4AaABAg,Eek no mam ja raha hun maggi banane,6
UgzA1aFKztJNmU1e4il4AaABAg,Mast,3
UgxIB9CIcYyvZhtcO2h4AaABAg,Nice,3
Ugx8onaFSkSqyoCNQqN4AaABAg,Super.  .jabbardst..,3
UgxuSk_A-z2-vnRsCgl4AaABAg,👍👍👍😀👌our family usually likes put a lot of water we like the gravy taste kind of like a soup but I also really like dry noodles to love from Canada,6
UgyrwahH3Uzu_IZi69p4AaABAg,Yummy,2
UgzJltiFCdDGfzTkXC54AaABAg,mene try kiya tha,6
UgyVdrRaN9OsZgnrRuJ4AaABAg,Nice recipe,2
UgwOuzEd0013pew5a0V4AaABAg,"ALL HAIL THE QUEEN OF INDIAN COOKING!!!!! In my life till now I have not made something this yummy.  The best part is you tell us exactly how many minutes each ingredient should cook for. And this is very important for someone like me who doesn't know the ABC of cooking. Also, minimal ingredients, all available at home. Ok now I'm gonna enjoy my maggi",4
Ugx_Qdwcu_yTbtL2aTZ4AaABAg,Dilssad sheikh,6
UgzrHkC26M2Us0rFK1p4AaABAg,Maggi magic masala dale or b achcha lageag,7
UgzhhQQ4u4C_ulPMPmZ4AaABAg,me aapki bahut badi fan Ho kabista kitchen aapki recipe bhi kamal ki hai,4
UgzVYh49SzkjbnOCbKp4AaABAg,I make this it  result is very  tasty😃😃,2
UgyOk-eY6tr9G-U24QJ4AaABAg,Thanks mam,1
Ugx-Jin1YHkGf33om9Z4AaABAg,I cook it and I get excellent result.,6
UgzxLBOTsQqqaGmWGFl4AaABAg,Now maggi is not 2min noodles,6
Ugzu0ruFUGPSY60LmjB4AaABAg,Yummy😋😋,2
UgxiqQ3gNpkpogwkKmJ4AaABAg,It was very yummy.... I tried at home I hadn't made this type of delicious maggi in my life main abhi aur recipes ke liye wait kar rahi hu,2
UgxHL2F5WdbSu0jwBTZ4AaABAg,I made it..It was awesome...Thanx a lot,5
UgytEPsJ4fR7vPU7TAB4AaABAg,Hamari Maggi Khuli hui h kase bnaye,7
UgwvfLGu-X4ZSUaleb14AaABAg,Yummy maghi,2
UgynJ4tU2aucn0H7D-94AaABAg,I love Maggi,2
UgznGmz46r7oO-Hyqt54AaABAg,thank u ji,1
UgxhTgEWbEnnJgAtpux4AaABAg,I have cooked for the first time..and it was masala maggie...I followed your recipe.. Everyone loved it.. thank you very much ❤️,1
Ugz9fKo84lWvmmU14CR4AaABAg,Too good method I like it... Thanks maam,1
Ugwxk3kxn1G6nMk6T9F4AaABAg,Very nice,3
UgxPpzavK6NbzXqVlq94AaABAg,I just made it today and it was so yummy but I mistakenly put a lil but too much spicy powder but it's still good thank you 💝💝💝,1
Ugyz98ao1pYuBDpQpvl4AaABAg,madam agr hum curry paya na bhi dala toh chala ga,7
UgyE9D1OJ2Njj5MIkBZ4AaABAg,I tried it . And It's so nice and spicy 💋🤤I loved it ...***,2
UgxLkYzNqs5FkpDFXzV4AaABAg,today I am tried UMEED😍 hai k ap jasi hi bana,6
UgyeeAGsflT9-4hqHYV4AaABAg,Kya alag hai aise to main bhi bnata hu kya alag hai,6
Ugwwl1KjO2IpW3tj9xp4AaABAg,I tired today it turned put to be sooo tasty thank you for the simple and tasty maggi recipe ❤❤,5
UgyZGfbWrf9ICMupqI94AaABAg,Superb 🤗,3
UgyRYZp1cbiRB7xlpLh4AaABAg,I am sorry but by small brother is write,6
UgzkoOboHOdth9Oj8MJ4AaABAg,I don't like maggi,6
Ugy93Kim2z6fGJNoTHB4AaABAg,Nice,3
UgyDOeYq4Ap3_ZXiq354AaABAg,actually this was good,3
UgxNE43SCfcwJOXD67B4AaABAg,Thank youfor sharing this video,1
UgwEqk1vLjHS37EnF8d4AaABAg,Osm,3
UgwN2usfBhiVgVC-2y54AaABAg,Nice,3
UgxoarUGq_Bwl6Gcdrd4AaABAg,Banne ke bad bahut lalach lag raha hai,6
Ugx_pwcVeOQoPqm0-t14AaABAg,Very nice,3
Ugyj3TcBctyITcloyGJ4AaABAg,i  tried seriously it is too yummy,2
UgzimkajrY_KNX6ArRR4AaABAg,bekar I didn't like it  I like only simple maggie,6
UgxEJcFStHWfVJ_HdWZ4AaABAg,"Yuuumm 😛😛
Its actually tastieee",2
UgwDnwY4XNy9e1V6ltd4AaABAg,Mam mai b ditto apki trh banati hoon maggie masala...Bilkul same esi trh.. or sawad mai bhot testy h ....,2
Ugx8Yix8KDkm3IkyA154AaABAg,Aap har chij bahut aacha banati hae,4
