commentText,Labels
ma'am u r really sweet!!! :) <3 itna pyar se khana banana koi nai sikhata!!,4
Nisha ji apke video dekh kar maine kai recipe banai hai . bahut acchi bani hai . sabhi ko bahut pasand ai. apka bahut bahut dhanybad .,1
Thank you so much Aunty ji... I made this and it was super yummy ..... Thank you so much…,5
"Very nice & unique recipe, thank you very much mam.",5
mam...u r awesome...the way of explaining  recipes is too easy n too gud....thank you mam,5
Explain beautifully mam.....u are the best presenters.....,4
mam dhania ki jagah pcudina le sakte hai,7
mam maine aam ka achar daala Tha 10din ho gye aam k tukde ...kade ho gye h....unko soft krne ka koi up bataty plzz.....,7
"I made it yesterday 
Very delicious Aunty 
Thank you for  ur suggestion ðŸ‘ŒðŸ»ðŸ‘ŒðŸ»ðŸ‘ŒðŸ»",5
mam kia hum ese air fryer mein bhi bana sakte h kia,7
ma'am instead of frying it can we bake it in the oven? Apne kabi try kia?? ya karengi??,7
Aunty! Can we make it on an induction ?,7
great mam ...,4
nisha madhulika ji dahi ke alaava Kya use kar sakte hai?,7
thankkk uuu,1
dahi k elawa agar kich dusiri chize add kare to?,7
Hello mam your dish is superb and I want to know ki hum vegetables me gazar ke alawa aur vegetable use kar sakte Hai Kya Mam....,7
D way u speak is so cutely,4
ty for sharing mam,1
sabji me aloo dalsakte hai mam,7
Maida ke jaga Mai gehun ka aata use karsakti Hun,7
m gonna try in today's iftari...ty mam :),1
"Good morning Ma'am
thanks for your new recipe
I will try surely",1
Thank you Nisha ji for snack...,1
ooo thanks a lot mam 4 the new diss ðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘Œ,1
hi isme hung curd hi leena hai kya,7
thanks Nisaji for your testy n easy racipes,1
 thank u mam for this recipe :),1
your are superb mam,4
Ma'am I was literally looking for them today and found them here ! thanks!,1
 thanks mam,1
aunty...a new way of making rolls.... thnx my lovely aunty...,1
new good idea.thanks,1
hello mam thanks 4 this  respie,1
thanks mam,1
hello mam bread mai oil jeyda to ni bhar jaya ga oil bread to nahi hogana,7
Thank you nishaji,1
hello mam your all recipes are very good and easy to learn because you explains it very nicely. thank you,1
"
thanks",1
thank you mam.,1
thanks maa..meri beti Ko bahut pasand hai ye rolls..aapki recepie dekhkar banaya bahut acha bna..thank you so much,1
Mam apne curd kitne der tak bandhkr rakha tha?????,7
thank u maa for ur recepie ..,1
thanks for making it ðŸ˜€ðŸ™ðŸ‘Œ,1
how to roll bread if they are not fresh,7
thanks,1
mam we skip the carrot in curd kabab,7
mam you are the greatðŸ™Œchef....!!,4
"Mam your too cute, so as your voice is ! your dishes are awesome... All d best for further updates...",5
mam you are brilliant,4
Hello Nisha Ma'am! Very easy to understand as always ðŸ‘. Any secret for hanging curd! It doesn't came out as dry as you shown in recipe ðŸ˜¢ðŸ˜¢. Please share what to doðŸ¤”,7
i love it thxxx mam,1
Aunty ji aapki kadai kis brand ki thi?,7
 thanks Nisha gðŸ˜Š,1
very nice recipe. Aunty bread ke cuttings se snacks kaise banate hain?,7
Anti ji bahut e accha laga bread roll. Thanks,1
thanks mam ....,1
"
THANK U VERY MUCH",1
Didi  me England ma hu India ki resipe hum miss kerta hai lakin app na sab easy ker dea ha thanks,1
"hello mam! I am so thankful to you...by following u I have learned many new recepies,that keeps my family happy",1
"
 barish aur bread pakoda aur mast coffee ...
maza aayega...
thanx",1
 mam thanks for sharing ðŸ˜Š,1
paneer k alawa koi or chij nhi dal skte Kya maam,7
 ðŸ‘Thanks for sharing,1
thanks u mam apki rep..,1
thanks for sharing.,1
Thankyou also from me mam,1
thank you so much aunty ...... ðŸ˜€ðŸ˜€ðŸ˜ðŸ˜,1
thanku ma'am for sharing this recipe,1
mem dahi kaun sa lena h khta ya mitha dahi,7
Thanks . i am from Sri Lanka.,1
"Aunty , bread ko bina belan se roll kiye filling bhar ke bana sakte hain? aur paneer ki quantity kam ki jaa sakti hai kya?",7
you are great madam.,4
"hi mam
hum isme paneer ki jageh or kya use kar sakate h",7
hii mam can we use brown bread,7
thank you aunty ji aaj me banaugi,1
seriously mam with due to respect mam apka jawab nhi h Thanku mam,1
"Mam kya hum carrot, capsicum Ki jagah Koi aur  vegetables le sakate hai",7
Mam kya hum dhi ke jgh per mayonnaise le skte h,7
Hi mam kya hum isse kachori types bhi band sakte hai maida slurry laga k..,7
"hello Nisha ji
I'm Nisha.. 
kya rolls ko microwave me Bna sakte h kya... 
pls guide me 
ðŸ™ðŸ™",7
ðŸ˜ thnku,1
Thanks di.. i will try ðŸ˜ðŸ‘ðŸ™,1
excellent-nishaji very tasty thanks kiran,1
"nice man.....
mam mai dahi ke jagah srf paneer use kr skti hu?",7
ek war mein ek hi bread fry  kr skte hain?,7
nisha mam..aj hi try karogi sam k snacks k liye puri family k liye ðŸ˜Š thank u mam ,1
"
thank you so much",1
thank youuuuu my sweet sweet mam,1
mam you are queen of kitchen,4
beautiful mama you r ðŸ‘—,4
mam can I use wheat flour?,7
Great,4
aapki sari recipe bhut achi or aasaan hain Maa . aap bhut hi sweet ho maa.,4
I liked ur all recipes and thankyou for these delicious mouth watering recipes,5
I love the way you teach us how to cook,4
Thank you nisa ji i very like your respi,5
Ap jitni bhi recipe batati hai sabhi bohot achhe rahte he,4
Kya isse store or k Rukh sakte h mam pls batye,7
Nisha mam 1 kg maide me kitne gee ya oil ka moyan Dena hai..,7
ðŸ˜ðŸ˜ Mam kya hm oil ki jgh ghee use kr sakte h ðŸ™,7
"Sabhi ka Wight bataye isse sahi bane ga
Cup se guess kr ke banta h",7
Wow thank u mam I luv ur recipe luv u mamðŸ˜˜ðŸ˜˜ðŸ˜˜,5
"Mam what an awesome idea,it looks very different ,and ur way of moulding it is superb.u have done great job.For me it is quite hard but I will definitely try this bread roll.Thank u so much mam 4 adding another delicious recipe in my cooking menu.keep blessed mam.",4
i. Am your big fan,4
Can we keep this sheets in a fridge a day ahead,7
Thq mam,1
Nisha jii wheat flour se namak para nahi banega kya maida ki jagah??,7
Aunty you are amazing,4
"Very nice
Thank",5
It's is very yummy  thanks a lot mam u r really wonderful,5
U are awsm mam so... many things to use but trick u told made my cooking awsm .... thnku sooo much mam....ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜,5
Wow tasty tasty crispy nimkis..I love to eat these delicious crunchy shakke..I will try this sure...thanx nisha aunty for ur lovely snack recipe...ðŸ‘ŒðŸ‘ðŸ˜šðŸ¤—,5
 great mam ðŸ‘ŒðŸ˜Š,4
is the water  used warm or cold,7
Thank u mam this recipe,1
mam u r excellent ...,4
man en ko bna farg me rakh sakte h jb marzi nekaki kar fair kar sakte h,7
Nice recipe Nisha ji ðŸ˜ŠðŸ‘ŒðŸ‘ thank you for sharing with us,5
Good tips.,4
you are the best in kitchen,4
Mam first time u say refind flour but in english caption u wrote as as wheat flour and second time wrote as a refind flour so plz tell the mistake or correct,7
Awesome recipes hain apki to sari,4
Your cooking is NiceðŸ˜,4
Mam aap great ho...â¤ï¸â¤ï¸ðŸ‘ðŸ‘,4
hello nishaji.. Maine namakpare banaye hain but so dardare home toot rage hain... main kya Karon.. ek baat me hi banaye hain. baaki ka dough rise hi rakha hai... kya usko kisi tarah se theek kar sakte hain...,7
"Ok oil 1/4cup means
How much ml",7
Oil ml please,7
1cup flour how much gm,7
Looks awesome .Thank you Nisha ji,5
bahut achha lagta h apki har recipe thank you Anti ji,5
Apka banaya har ek respi hme bahut achchha lagta hai thanks,5
I'm your big fan I like your all video,5
Zbardast mam aj mene ye recipe bnai kya kamal k bane he sab ko boht pasand ai thank u mam,5
Thnkyou so much .. tried this recipe it turned out just simply awesome and looked beautiful too ðŸ™ðŸ»,5
Thanks,1
Ur dishes r awesome mam,4
I am very thankful for you,1
Very  tasty  snakes  thanks  mam,5
Mam ......   Ata thoda Gila Ho gaya h ....toh kya Kare.... ðŸ˜žðŸ˜žðŸ˜ž,5
Tel garm dalna hi kya attend me,7
Thank u nisha ji..ðŸ˜Š,1
oil garam ya normal use karna hai mam?,7
mam kya ghi ki jagah buttr ka use kar sakte h please bataiye,7
hello mam aap ki recipe bahut he badiya hote hai aap  eak dam maa jaise samjhte hai isliye jaldi recipe banana samajh aa jata hai ðŸ˜˜,4
Thanks mam Maine a try kiye hai it's superb mam,5
You r just amazing mam I tried this recipe its just superb tasty gharpe b sabko bohoth pasandh aaya thank you soooo much mam,5
Thank you mam .... very nice recipe ðŸ‘ŒðŸ™,5
Nisha ji namakpare k beech me aate k sth chat masala dal skte hai kya ??,7
Mem ap bohot innovative and unique recipes btati ho ,4
Kya medam oil ki jagah ghee daal sakte hai kya?,7
description me jeera hai and video me ajvayeen kyu?,7
Mam.. which oil do u prefer for this type of items which can be stored upto 3-4 weeks ?,7
"Madam ji ,, apka recipe banane ka formula bahut hi asan or acha hota h ,, thanks",5
Mam maida no jagya e ghehu no lot lai sakay?,7
Beautifully explained..,4
U r just awesome itne wonderful ideas dekh kr dil khus ho jata h,4
"ðŸ™ mam , ur recipes are super easy & delicious, I m gluten allergic ,so if I make these with besan,then what is the procedure?",5
Thank you so much mam,1
Kya kru joki Bich me fry krte khule nhi mam,7
Isme desi ghee bhi lga skte h,7
"Ma'am ise hum microwave me bana sakte hai kya? 
Please explain",7
Mam namak pare kurkure toh honge na,7
Thank you auntyðŸ™,1
Ma'am kya yeh gehu ke aate se bana sakte h,7
"I tried this yesterday. It came out very well. Yummy, layery, crispy! Everyone at home loved it! It's almost over already ðŸ˜thank you for the lovely recipe",5
Thank you mam,1
Mam apki voice bhut achi hai,4
Oil agar jyada ho jaye toh kya kare mam,7
"Very yummy and crispy...
Mam you are so niceðŸ¤—ðŸ¤—ðŸ¤—",5
Kaya back kar sakte he? Nishaji,7
Thank u nishaji i made namak pare at home it is very crispy and tasty keep sharing recipes mam tht we can get our indian veg taste back in home,5
U r awesome nisha ji,4
Mam kya hum is recipe ko wheat flour se bana sakte hai?,7
Can we replace oil with ghee?,7
Mam you are best,4
nyc cooking ðŸ˜„ðŸ˜„ðŸ˜„ðŸ˜,4
so sweet of u..,4
Ma'am Mai baking powder ya baking soda use karke thekua banana chahti hu please iska recipe bataeye,7
Luv u mam ur grt,4
Kya  sanke ko microwave me bake kar sakte hai kya...? Plz reply,7
Very nice n  simple n easy ..thanks alot heartly mam,5
nice tips,4
me abi namak para bnane ja rhi hu....apki  bnane ka tarika bahot acha h..or ap bahot ache se smjhati bi ho to mujhe acha lga bahot thanku...,5
Can you add cumin seed instead or carom seeds,7
Maam Can I put some sugar while making dough,7
aunty ur dishes are very deliciousðŸ˜ðŸ˜ðŸ˜,4
aapke hatho mai jadu hai,4
kya hum isme thoda shakkar add kar sakte hai,7
You r seriously a perfect chef ever seen before. . Ossom tricks u give us that makes us exited towards cook,4
Oven me kar sakte hai kya,7
kia hum saankhon ki cutting karke issay freeze karsakte hain ? (unfried),7
Tq mam,1
Ty mam,1
Thanku Nisha ji,1
Thank you Nishaji very tasty recipes ðŸ˜‹ðŸ˜‹,5
kya tel ko garm krke dalna. hai ?,7
U r the best,4
Mem ur recipes r too gud..And ur way of demonstration is very gud..Easily understand and easily making..I make it yesterday  it's so yummy in teast..Thank u,5
Mam oil  kaunsa  refind  ya sarso ka,7
nice recipe mam thanku very much,5
Kya ise gehu ke aate se bana sakte hai?,7
Mam very nice ye Kaise bante hai please mam Bata De,7
2 cups means how many grams maida?,7
wow.....Mam u are one of the best we have in IndiaðŸ˜ðŸ˜ðŸ˜ðŸ˜â¤ðŸ‘ðŸ‘,4
u r my favorite for ever,4
mam dough tight gundhna h ya soft,7
Mam aap great hai aapki recipi bhi best hoti hai,4
"You are always Awsome...  
Madam can you please tell me 1cup=? Grams/ml?
Thank you so much",5
Mam . kiya gehun ke aate se shi banegi....?? Matalb crunchi....,7
Thank you mam,1
Mam plz btaye ki ghar pr sattu kese bnaye,7
Thanx mam,1
Auntie can you tell me how much gramme for the flour as cups it's diffucult,7
Kya hum ye wheat flour se bhi bana sakte h,7
"I like your way to explain the recipe.. Always smiling.. 
Nice Recipe",5
Good evening mam namak pare Sade me namak zada ho Gaya ab Kya Kia ja Sakta h?,7
Very nice..... and easy recipes...... Thanks Nishaji	â˜º	,5
Apki recipi boht asan rahti hai thanks,5
App oil or maida ka ghol bana ke laga sakte hai.,7
Mem hmre maida m oil zyada ho gya h ab hum ise kaise thk karen plzzzz rep me fast,7
Waaoooo recipe thnxxxx2 mam u always rock with yor recipes,5
You explain so good ðŸ‘,4
u r really superb mem i like all ur recipiesðŸ‘,4
U r great mam g love ur cooking,4
aap bahut acche ho maa .....,4
Meda k jaga aata le sakte h?,7
"Sachi mam 
U are GreatðŸ‘ðŸ’‚",4
Mashallah very talented hai aap,4
Hi Mam kya me is  Ko weat flor se Bana sakte he kya,7
Mam aap jo measurement cup use karte ho vo kitne ml ka hota hai aap ka,7
"Nisha ji pls mujhe reply jarur kare me jab namak pare ,samose,golgappe bnati ho to thodi der me soft ho jate h kyo pls reply",7
mam u r great,4
mam mustard oil se bhi bna sakte hai kya,7
"you are great Nisha ji
no words kaise tarif Kru aapki",4
aunty plz reply. maine namak para try kiya. ata b sakt tha lekin pari under se kaccche the. and layered b nai ayi. shit b patli thi. low or high flame pe b krke dekha aisa kyo hua? plz reply.,7
mustard oil ya refined,7
mam aapne namakpare me kon sa oil dala hai,7
mam why sprinkle flour after apply oil,7
thanx mam,1
mam you are awesome,4
Hii mam aap jitne bhi recipes  batate ho Maine  lag bag try kiya hai.mam Kya aap mujhe bakery jaisa khari banana sikhaoge  pls,7
mam I am your new subscriber I had a question that when I fried them but layers had not opened what would be the problem? if you help me out it would be a great favour towards mebðŸ˜ŠðŸ‘Œ,7
Thank mam,1
mam kya aata lagate time usme salt use kar sakte hai,7
Mam ye sweet nhi bn skti Kya Agr bnegi to Kese,7
Hello! mam apse ek or qus h ab me mathri ko kaise thik Karu..,7
Hello mam me apki big fan hu.. aap mujhe ye btayge mene punjabi masala mathri bnati thi wo bni toh sahi bt wo khasti(kurkuri) nhi bni wo pudi jese bnti h plzz apmujhe bta do ye cheez kaise thik Karu.. plzz mam rply me,7
mam plain flour yane maida kya? hum isme thodi suji dal sakte hai kya?,7
"mam,  can we make these with wheat flour plz",7
