StudentID,Gender,Parent_income,IQ,Encourage,Plan
3644,female,62460,121,encourage,not plan
3646,female,7100,123,not encourage,not plan
3647,male,44900,67,not encourage,plan
3648,female,52690,123,encourage,plan
3649,male,41470,102,encourage,plan
3655,female,60280,89,encourage,plan
3656,female,65610,111,encourage,not plan
3658,male,66770,100,encourage,plan
3661,male,48960,102,encourage,not plan
3663,male,42600,65,not encourage,not plan
3665,male,33550,114,encourage,plan
3666,male,10560,115,encourage,plan
3668,male,53460,104,encourage,plan
3670,male,36900,138,not encourage,plan
3673,female,71280,113,encourage,plan
3674,male,64900,101,not encourage,plan
3678,male,12400,98,not encourage,not plan
3681,female,63180,101,encourage,not plan
3682,male,65120,97,encourage,plan
3684,female,68420,127,encourage,plan
3687,female,20000,77,not encourage,not plan
3688,male,34400,120,not encourage,plan
3693,male,22400,78,not encourage,plan
3698,female,55500,124,not encourage,plan
3700,male,53900,117,encourage,plan
3703,male,22700,109,not encourage,not plan
3704,female,53350,108,encourage,plan
3705,female,17700,89,not encourage,not plan
3708,female,34800,63,not encourage,not plan
3709,female,41500,131,not encourage,not plan
3711,female,23800,102,not encourage,not plan
3713,female,50310,85,encourage,not plan
3716,male,35550,104,encourage,not plan
3717,female,69300,97,not encourage,not plan
3720,male,53240,86,encourage,plan
3722,female,63000,94,not encourage,not plan
3723,female,76120,120,encourage,plan
3724,female,36100,108,not encourage,not plan
3728,female,33100,64,not encourage,not plan
3729,male,69700,109,not encourage,not plan
3730,female,47600,93,not encourage,not plan
3731,female,21100,69,not encourage,not plan
3732,female,45270,106,encourage,not plan
3733,female,56000,90,not encourage,not plan
3734,male,31400,69,not encourage,not plan
3736,male,36630,102,encourage,plan
3737,female,14940,102,encourage,not plan
3739,female,39600,91,not encourage,not plan
3742,female,20100,96,not encourage,not plan
3743,male,16700,93,not encourage,not plan
3744,female,46300,110,not encourage,not plan
3745,male,7600,73,not encourage,not plan
3746,male,49830,96,encourage,plan
3749,female,43400,100,not encourage,not plan
3752,female,60610,97,encourage,plan
3754,female,12500,107,not encourage,not plan
3755,female,49500,119,encourage,not plan
3760,female,33480,108,encourage,not plan
3761,male,28440,104,encourage,not plan
3763,female,30060,123,encourage,not plan
3766,female,36800,140,not encourage,plan
3767,male,81730,101,encourage,plan
3768,male,69630,104,encourage,plan
3769,female,38430,112,encourage,not plan
3771,female,35860,90,encourage,plan
3772,female,33400,93,not encourage,not plan
3776,female,34000,96,not encourage,not plan
3778,female,12800,80,not encourage,not plan
3781,female,52800,122,encourage,plan
3783,female,41000,111,not encourage,not plan
3784,male,15500,82,not encourage,not plan
3787,female,7560,109,encourage,not plan
3789,female,35460,106,encourage,not plan
3793,male,16100,97,not encourage,not plan
3798,female,61600,139,not encourage,not plan
3799,female,22800,73,not encourage,not plan
3802,male,65100,102,not encourage,not plan
3806,female,22600,97,not encourage,not plan
3808,female,50200,108,not encourage,not plan
3809,female,50820,106,encourage,plan
3816,female,14300,95,not encourage,not plan
3817,female,64130,91,encourage,plan
3818,female,27540,97,encourage,not plan
3820,male,47500,100,not encourage,not plan
3821,male,39100,90,not encourage,not plan
3824,female,45600,95,not encourage,not plan
3826,male,20880,105,encourage,not plan
3828,male,30400,94,not encourage,not plan
3829,female,39000,123,not encourage,not plan
3830,male,54670,117,encourage,plan
3831,female,49830,102,encourage,plan
3832,female,19200,81,not encourage,not plan
3834,female,5300,107,not encourage,not plan
3835,female,8800,93,not encourage,not plan
3838,female,36800,70,not encourage,not plan
3840,male,31500,100,not encourage,not plan
3841,female,27500,85,not encourage,not plan
3843,male,44600,94,not encourage,not plan
3844,female,30060,93,encourage,not plan
3845,female,79420,124,encourage,plan
3846,female,68420,111,encourage,plan
3847,male,15620,98,encourage,plan
3849,female,39000,69,not encourage,not plan
3852,male,80850,109,encourage,plan
3853,male,49400,81,not encourage,not plan
3854,female,53100,123,not encourage,not plan
3856,female,42300,89,not encourage,not plan
3858,male,10200,108,not encourage,not plan
3862,male,39690,140,encourage,not plan
3863,female,22800,88,not encourage,not plan
3866,female,32400,123,encourage,not plan
3868,male,47000,94,not encourage,not plan
3871,female,45700,97,not encourage,not plan
3874,male,43890,108,encourage,plan
3875,female,38500,89,not encourage,not plan
3876,female,14100,60,not encourage,not plan
3877,female,32800,99,not encourage,not plan
3880,male,45980,97,encourage,plan
3881,female,25700,62,not encourage,not plan
3883,male,46750,109,encourage,plan
3886,male,54000,100,not encourage,not plan
3887,male,52580,129,encourage,plan
3889,female,31600,89,not encourage,not plan
3890,female,41580,73,encourage,plan
3891,male,79420,118,encourage,plan
3892,female,76450,108,encourage,plan
3895,female,40680,66,encourage,not plan
3896,female,53640,92,encourage,not plan
3897,male,46750,108,encourage,plan
3898,male,40810,124,encourage,plan
3900,female,62150,105,encourage,plan
3903,male,41140,73,encourage,plan
3906,female,14400,105,not encourage,not plan
3909,male,42300,109,encourage,not plan
3910,male,53900,98,encourage,plan
3912,female,28800,119,encourage,not plan
3913,male,24570,81,encourage,not plan
3914,male,24500,65,not encourage,not plan
3916,female,33800,109,not encourage,not plan
3917,male,44300,90,not encourage,not plan
3918,male,61050,91,encourage,plan
3919,male,40500,107,not encourage,not plan
3920,male,56340,97,encourage,not plan
3922,female,20500,84,not encourage,not plan
3923,male,37000,107,not encourage,not plan
3927,female,33770,127,encourage,plan
3928,female,73800,97,not encourage,not plan
3930,female,10600,109,not encourage,plan
3931,female,67100,95,encourage,plan
3932,female,80630,102,encourage,plan
3937,male,18450,84,encourage,not plan
3939,female,44700,107,not encourage,not plan
3940,female,28800,90,not encourage,not plan
3941,female,31590,99,encourage,not plan
3944,male,29400,130,not encourage,not plan
3945,male,14500,99,not encourage,plan
3950,female,61920,115,encourage,not plan
3954,male,13800,64,not encourage,not plan
3955,female,48400,66,not encourage,not plan
3959,female,34600,96,not encourage,not plan
3964,male,75570,114,encourage,plan
3965,female,15300,64,not encourage,not plan
3966,male,37620,108,encourage,not plan
3967,female,66220,77,encourage,plan
3969,male,44800,108,not encourage,plan
3973,male,55220,136,encourage,plan
3974,male,58630,111,encourage,plan
3978,female,32040,79,encourage,not plan
3979,male,26400,114,not encourage,not plan
3980,male,50270,128,encourage,plan
3982,female,34400,92,not encourage,not plan
3983,male,39300,80,not encourage,not plan
3984,male,49940,115,encourage,plan
3986,male,17500,67,not encourage,not plan
3988,male,27600,65,not encourage,plan
3989,male,41470,104,encourage,plan
3990,female,48870,111,encourage,not plan
3991,male,72710,135,encourage,plan
3992,female,54230,109,encourage,plan
3995,female,72490,117,encourage,plan
3999,female,37100,75,not encourage,not plan
4005,male,55100,71,not encourage,not plan
4007,male,32580,89,encourage,not plan
4008,female,71830,124,encourage,plan
4011,male,31320,90,encourage,not plan
4013,male,46200,91,not encourage,plan
4015,male,37100,114,not encourage,plan
4016,male,60500,90,encourage,plan
4018,male,47300,68,encourage,plan
4019,male,21500,79,not encourage,not plan
4021,male,33210,102,encourage,not plan
4024,male,33200,69,not encourage,not plan
4026,male,38500,92,not encourage,plan
4027,female,37080,111,encourage,not plan
4030,female,55660,119,encourage,plan
4031,female,29070,91,encourage,not plan
4032,male,73370,97,encourage,plan
4034,female,64200,93,not encourage,not plan
4035,male,34430,116,encourage,plan
4037,female,42400,94,not encourage,not plan
4039,female,41040,72,encourage,not plan
4042,female,70070,97,encourage,plan
4046,female,42930,106,encourage,not plan
4048,female,12200,76,not encourage,not plan
4049,male,26200,90,not encourage,not plan
4061,male,46530,134,encourage,plan
4062,male,44280,95,encourage,not plan
4064,female,44990,108,encourage,plan
4067,female,41940,136,encourage,not plan
4070,male,41400,93,encourage,not plan
4071,male,25800,102,not encourage,not plan
4072,female,35100,109,not encourage,not plan
4073,male,40860,91,encourage,not plan
4074,female,18100,69,not encourage,not plan
4076,female,22100,98,not encourage,not plan
4078,male,35300,92,not encourage,not plan
4079,male,43830,105,encourage,not plan
4081,male,56540,130,encourage,plan
4084,female,17800,64,not encourage,not plan
4085,female,40000,102,not encourage,not plan
4086,female,57090,134,encourage,plan
4087,male,42240,104,encourage,plan
4089,female,79860,116,encourage,plan
4090,female,50490,120,encourage,not plan
4091,male,11970,97,encourage,not plan
4092,female,53790,109,encourage,plan
4093,male,38800,107,not encourage,plan
4094,female,57420,94,encourage,not plan
4096,female,57060,94,encourage,not plan
4097,male,30100,104,not encourage,not plan
4098,male,23940,110,encourage,not plan
4099,male,35700,103,not encourage,not plan
4102,female,25200,102,not encourage,not plan
4104,male,27300,82,not encourage,not plan
4105,male,16500,117,encourage,plan
4109,female,33400,134,not encourage,not plan
4112,female,28400,99,not encourage,not plan
4114,male,9180,93,encourage,not plan
4115,female,46200,76,not encourage,not plan
4116,male,25100,86,not encourage,not plan
4117,female,25100,80,not encourage,not plan
4122,male,39000,100,not encourage,not plan
4124,male,44800,90,not encourage,not plan
4129,female,46530,122,encourage,not plan
4130,female,22500,61,not encourage,not plan
4135,female,31050,99,encourage,not plan
4136,female,52360,96,encourage,plan
4139,male,44990,104,encourage,plan
4140,male,41220,99,encourage,not plan
4142,female,77990,112,encourage,plan
4145,female,40100,117,not encourage,not plan
4148,male,42390,81,encourage,not plan
4151,male,34200,95,not encourage,not plan
4152,female,69850,106,encourage,plan
4156,male,51000,70,not encourage,not plan
4163,male,60400,129,not encourage,plan
4166,male,41670,131,encourage,not plan
4167,male,8910,121,encourage,plan
4170,male,32500,94,not encourage,not plan
4171,male,71830,79,encourage,plan
4172,female,46800,98,not encourage,not plan
4174,female,60940,73,encourage,plan
4176,female,32600,70,not encourage,not plan
4177,female,32220,83,encourage,not plan
4181,female,33000,85,not encourage,not plan
4183,male,40500,132,not encourage,not plan
4185,female,46640,99,encourage,plan
4186,male,39900,108,not encourage,not plan
4189,female,8370,105,encourage,not plan
4190,female,43300,67,not encourage,not plan
4191,male,62150,100,encourage,plan
4192,male,63540,92,encourage,not plan
4195,female,82390,86,encourage,plan
4197,male,54120,108,encourage,plan
4200,male,42930,95,encourage,not plan
4202,female,11300,91,not encourage,not plan
4204,male,5100,91,not encourage,not plan
4205,female,7300,102,not encourage,not plan
4207,male,32000,63,not encourage,not plan
4208,female,46000,98,not encourage,not plan
4209,female,65010,116,encourage,plan
4210,female,37800,69,not encourage,not plan
4211,female,46640,100,encourage,plan
4212,male,5900,65,not encourage,not plan
4213,male,40230,111,encourage,not plan
4214,female,63200,104,not encourage,plan
4220,female,32800,67,not encourage,not plan
4221,male,16470,109,encourage,not plan
4231,male,49830,107,encourage,plan
4233,female,38610,92,encourage,not plan
4234,female,67320,119,encourage,plan
4235,male,79090,123,encourage,plan
4240,male,35600,108,not encourage,not plan
4245,female,10500,133,not encourage,not plan
4246,female,45210,126,encourage,plan
4252,male,39300,109,not encourage,not plan
4253,female,17500,114,not encourage,not plan
4256,female,82060,109,encourage,plan
4257,male,73300,74,not encourage,not plan
4259,female,37900,94,not encourage,plan
4260,female,33600,109,not encourage,not plan
4261,female,48400,85,encourage,plan
4262,male,52470,115,encourage,plan
4263,female,31400,90,not encourage,not plan
4264,female,37700,107,not encourage,not plan
4265,female,71280,99,encourage,plan
4269,male,17300,97,not encourage,not plan
4272,male,20700,88,not encourage,not plan
4273,male,62500,68,not encourage,not plan
4274,male,34470,133,encourage,not plan
4275,female,16000,106,not encourage,not plan
4281,male,24100,108,not encourage,not plan
4282,female,5600,97,not encourage,not plan
4284,male,5300,79,not encourage,not plan
4288,male,34400,83,not encourage,not plan
4289,male,31320,95,encourage,not plan
4291,female,44100,88,not encourage,not plan
4295,male,8000,108,not encourage,not plan
4297,female,25700,72,not encourage,not plan
4298,male,12500,102,not encourage,not plan
4299,male,52580,117,encourage,plan
4301,male,30600,107,encourage,not plan
4304,female,48200,104,not encourage,not plan
4307,male,40590,124,encourage,plan
4308,male,39500,104,not encourage,not plan
4312,female,21700,96,not encourage,not plan
4313,female,11700,75,not encourage,not plan
4314,female,42300,98,encourage,not plan
4316,male,37840,135,encourage,plan
4317,female,71700,91,not encourage,not plan
4320,male,29340,85,encourage,not plan
4321,female,47300,102,encourage,plan
4323,male,47700,81,not encourage,not plan
4329,female,55990,106,encourage,plan
4332,male,23700,81,not encourage,not plan
4337,female,34700,100,not encourage,not plan
4340,female,49300,109,not encourage,not plan
4342,female,12100,76,not encourage,not plan
4343,male,40590,119,encourage,plan
4346,male,58230,93,encourage,not plan
4347,female,36000,69,not encourage,not plan
4348,male,82170,102,encourage,plan
4349,female,29610,99,encourage,not plan
4351,female,71500,102,not encourage,not plan
4352,male,52580,113,encourage,plan
4353,female,73480,136,encourage,plan
4354,male,54300,110,not encourage,not plan
4355,female,34300,106,not encourage,not plan
4357,male,70290,100,encourage,plan
4359,male,36100,96,not encourage,not plan
4360,male,59840,120,encourage,plan
4362,male,39400,91,not encourage,not plan
4363,male,48700,95,not encourage,not plan
4364,female,29500,96,not encourage,not plan
4366,male,44880,109,encourage,plan
4367,female,74500,137,not encourage,not plan
4374,male,37000,74,not encourage,not plan
4375,female,51700,105,not encourage,plan
4377,female,69300,94,encourage,plan
4379,female,30420,73,encourage,not plan
4381,male,81290,103,encourage,plan
4384,male,47740,78,encourage,plan
4388,female,45500,91,not encourage,not plan
4391,male,22000,108,not encourage,not plan
4394,male,49720,99,encourage,plan
4395,male,45000,102,not encourage,not plan
4398,female,73700,110,encourage,plan
4400,female,18800,79,not encourage,not plan
4407,female,39060,99,encourage,not plan
4413,male,23320,137,encourage,plan
4414,female,75020,114,encourage,plan
4415,male,56100,101,encourage,plan
4416,male,13400,134,not encourage,not plan
4417,male,43200,103,encourage,not plan
4420,female,6490,131,encourage,plan
4422,female,21960,93,encourage,not plan
4424,male,60280,77,encourage,plan
4427,female,44820,70,encourage,not plan
4429,male,36500,92,not encourage,not plan
4432,male,62590,121,encourage,plan
4433,male,35900,92,not encourage,not plan
4434,female,44990,91,encourage,plan
4435,male,34200,105,not encourage,not plan
4436,female,60060,111,encourage,plan
4439,male,12980,118,encourage,plan
4440,female,22300,60,not encourage,not plan
4441,male,6840,92,encourage,not plan
4442,male,70200,92,not encourage,not plan
4446,female,67410,90,encourage,not plan
4448,female,16400,96,not encourage,not plan
4449,male,27500,132,not encourage,not plan
4450,male,14300,95,not encourage,not plan
4452,female,67210,107,encourage,plan
4453,female,47300,86,encourage,plan
4454,female,36800,79,not encourage,not plan
4456,female,49100,97,not encourage,not plan
4457,female,40230,74,encourage,not plan
4458,female,8200,90,not encourage,not plan
4459,male,45000,67,not encourage,not plan
4461,female,19890,99,encourage,not plan
4463,male,17300,66,not encourage,not plan
4467,male,41600,91,not encourage,not plan
4468,male,38500,95,not encourage,not plan
4472,female,42900,122,encourage,plan
4474,male,47630,137,encourage,plan
4475,female,62700,124,encourage,plan
4480,male,24700,68,not encourage,not plan
4484,male,41250,121,encourage,plan
4485,male,71060,91,encourage,plan
4487,female,41360,98,encourage,plan
4489,male,28300,68,not encourage,not plan
4491,female,39820,104,encourage,plan
4492,male,31230,88,encourage,not plan
4493,male,30420,109,encourage,not plan
4494,female,33660,96,encourage,plan
4495,female,25500,91,not encourage,not plan
4496,male,71000,93,not encourage,not plan
4497,female,71610,113,encourage,plan
4498,female,38500,81,not encourage,not plan
4499,male,33300,65,encourage,not plan
4502,female,14800,101,not encourage,not plan
4504,male,67500,125,not encourage,plan
4508,female,45700,85,not encourage,not plan
4512,female,20070,129,encourage,not plan
4517,male,41670,92,encourage,not plan
4520,male,55260,117,encourage,not plan
4521,female,79860,92,encourage,plan
4522,female,18400,61,not encourage,not plan
4523,female,34100,105,not encourage,not plan
4525,male,66100,97,not encourage,not plan
4526,male,13320,138,encourage,not plan
4529,female,46710,127,encourage,not plan
4530,female,16900,62,not encourage,not plan
4531,female,5830,108,encourage,plan
4533,male,37200,79,not encourage,not plan
4538,male,37170,91,encourage,not plan
4541,female,47190,115,encourage,plan
4542,male,29400,126,not encourage,not plan
4546,female,30420,93,encourage,not plan
4548,female,78650,102,encourage,plan
4552,female,40900,108,not encourage,not plan
4553,female,36500,103,not encourage,not plan
4554,male,39050,121,encourage,plan
4555,male,7560,78,encourage,not plan
956,male,41800,93,not encourage,not plan
957,male,39300,140,not encourage,plan
959,male,48000,91,not encourage,not plan
960,female,30200,82,not encourage,not plan
961,male,38060,100,encourage,plan
962,female,32900,112,not encourage,not plan
968,male,30800,95,not encourage,not plan
972,female,5000,108,not encourage,not plan
975,female,5000,90,not encourage,not plan
976,male,58630,113,encourage,plan
977,male,39600,99,not encourage,not plan
982,female,49700,137,not encourage,not plan
984,male,48950,108,encourage,plan
986,male,39420,93,encourage,not plan
987,female,74580,110,encourage,plan
989,female,48600,93,not encourage,not plan
990,male,27800,99,not encourage,not plan
993,male,38900,92,not encourage,not plan
995,male,60840,107,encourage,not plan
997,male,8700,87,not encourage,not plan
1000,female,33200,101,not encourage,not plan
1002,female,38900,97,not encourage,not plan
1007,male,77000,113,encourage,plan
1008,male,22500,136,not encourage,not plan
1009,female,6900,90,not encourage,not plan
1010,male,34200,83,not encourage,not plan
1011,male,34700,81,not encourage,not plan
1012,male,18800,93,not encourage,not plan
1016,female,28400,120,not encourage,not plan
1017,female,50710,91,encourage,plan
1018,male,15180,138,encourage,plan
1020,female,77660,89,encourage,plan
1021,female,53570,139,encourage,plan
1024,female,76780,102,encourage,plan
1025,male,19690,120,encourage,plan
1028,male,34600,83,not encourage,not plan
1029,female,18180,89,encourage,not plan
1030,female,38250,100,encourage,not plan
1031,female,51920,92,encourage,plan
1032,female,32670,119,encourage,plan
1034,female,17900,75,not encourage,not plan
1036,female,25100,77,not encourage,not plan
1037,male,24640,90,encourage,plan
1039,female,57860,102,encourage,plan
1042,female,33480,93,encourage,not plan
1043,female,42600,91,not encourage,not plan
1045,female,31200,100,not encourage,not plan
1046,male,12900,60,not encourage,not plan
1047,female,33600,119,not encourage,not plan
1051,female,56880,137,encourage,not plan
1052,male,6600,99,not encourage,not plan
1053,male,49500,111,encourage,plan
1055,male,33110,91,encourage,plan
1056,female,46200,107,not encourage,not plan
1057,male,36270,92,encourage,not plan
1059,male,61290,132,encourage,not plan
1060,male,37000,106,not encourage,not plan
1064,female,46300,104,not encourage,not plan
1065,male,34870,95,encourage,plan
1067,male,33400,99,not encourage,not plan
1070,female,31400,85,not encourage,not plan
1071,female,73900,92,not encourage,not plan
1072,female,49300,95,not encourage,not plan
1076,male,16100,69,not encourage,not plan
1077,female,49500,71,not encourage,not plan
1079,female,34000,109,not encourage,plan
1080,male,47300,109,not encourage,not plan
1082,male,33210,93,encourage,not plan
1083,female,60800,100,not encourage,not plan
1084,male,7920,73,encourage,not plan
1085,male,27900,81,encourage,not plan
1086,female,27700,67,not encourage,not plan
1089,female,48600,117,not encourage,not plan
1090,male,28890,91,encourage,not plan
1095,male,16300,99,not encourage,plan
1097,female,76780,123,encourage,plan
1098,male,38800,63,not encourage,not plan
1101,male,35600,105,not encourage,not plan
1102,female,37400,95,not encourage,not plan
1105,female,31140,98,encourage,not plan
1109,male,21500,109,not encourage,not plan
1110,male,76340,106,encourage,plan
1111,female,44000,82,encourage,plan
1112,male,33000,113,not encourage,not plan
1113,female,66330,104,encourage,not plan
1114,female,16600,107,not encourage,not plan
1116,male,33990,128,encourage,plan
1118,female,40900,61,not encourage,not plan
1119,female,32000,94,not encourage,not plan
1123,male,52470,99,encourage,plan
1124,female,48180,91,encourage,plan
1126,female,66900,80,not encourage,not plan
1128,female,41900,103,not encourage,not plan
1131,male,37300,96,not encourage,not plan
1134,female,31600,136,not encourage,not plan
1135,male,66420,96,encourage,not plan
1139,female,71170,109,encourage,plan
1142,female,53800,92,not encourage,not plan
1143,male,23600,86,not encourage,not plan
1150,female,38790,136,encourage,not plan
1151,male,17200,108,not encourage,not plan
1153,male,30700,74,not encourage,not plan
1154,female,23760,94,encourage,not plan
1156,female,33200,103,not encourage,not plan
1157,male,39900,71,not encourage,not plan
1160,male,48240,92,encourage,not plan
1166,female,57530,115,encourage,plan
1168,male,12300,68,not encourage,not plan
1169,female,23200,106,not encourage,not plan
1170,female,69850,123,encourage,plan
1172,female,33750,90,encourage,not plan
1176,female,48900,90,not encourage,not plan
1177,female,47200,91,not encourage,plan
1178,male,74800,103,not encourage,not plan
1179,female,34200,127,encourage,not plan
1180,female,56700,101,not encourage,plan
1183,male,32300,121,not encourage,plan
1185,male,59840,132,encourage,plan
1186,female,16560,120,encourage,not plan
1187,female,66330,128,encourage,plan
1189,female,44600,94,not encourage,not plan
1190,female,24100,127,not encourage,not plan
1191,female,42210,93,encourage,not plan
1193,male,34290,87,encourage,not plan
1196,female,32400,89,not encourage,not plan
1197,male,41470,71,encourage,plan
1198,female,34650,118,encourage,plan
1201,female,35800,76,not encourage,not plan
1204,female,52360,120,encourage,plan
1207,female,47740,114,encourage,plan
1208,male,22900,86,not encourage,not plan
1209,female,38600,99,not encourage,not plan
1210,female,21400,103,not encourage,not plan
1211,male,71390,93,encourage,plan
1213,female,46300,98,not encourage,not plan
1214,female,55350,92,encourage,not plan
1215,female,42000,89,not encourage,not plan
1216,female,5490,81,encourage,not plan
1217,male,39900,109,not encourage,not plan
1218,male,21870,88,encourage,not plan
1219,female,36520,138,encourage,plan
1222,female,16290,73,encourage,not plan
1223,female,36100,74,not encourage,not plan
1224,female,48730,131,encourage,plan
1226,male,79200,128,encourage,plan
1227,male,55330,126,encourage,plan
1228,female,34600,112,not encourage,plan
1230,female,73150,94,encourage,plan
1231,male,37620,85,encourage,not plan
1232,male,16920,98,encourage,not plan
1235,female,34100,92,not encourage,not plan
1236,female,41580,107,encourage,not plan
1237,male,39400,101,not encourage,not plan
1239,female,48900,92,not encourage,not plan
1240,female,23200,68,not encourage,not plan
1243,male,9360,66,encourage,not plan
1245,female,36900,118,not encourage,not plan
1248,female,23200,107,not encourage,not plan
1250,female,31900,88,not encourage,not plan
1251,female,9200,99,not encourage,not plan
1255,female,24310,69,encourage,plan
1256,male,30400,83,not encourage,not plan
1257,female,62040,121,encourage,plan
1258,female,24400,120,not encourage,plan
1261,female,77880,105,encourage,plan
1270,female,24200,108,not encourage,not plan
1272,female,16500,127,not encourage,not plan
1273,female,31900,118,not encourage,not plan
1276,male,46300,79,not encourage,not plan
1279,female,50820,111,encourage,plan
1280,male,9700,99,not encourage,not plan
1281,female,56800,91,not encourage,plan
1282,female,38430,90,encourage,not plan
1283,male,33330,131,encourage,plan
1288,female,45540,114,encourage,not plan
1291,male,33660,92,encourage,plan
1292,female,43000,61,not encourage,not plan
1295,male,27610,131,encourage,plan
1296,female,42460,102,encourage,plan
1297,male,52800,120,encourage,plan
1298,male,74250,108,encourage,plan
1299,male,14490,84,encourage,not plan
1300,female,11600,104,not encourage,not plan
1302,male,14800,92,not encourage,not plan
1304,female,65450,132,encourage,plan
1305,female,63270,139,encourage,not plan
1306,female,67100,93,encourage,plan
1310,male,41580,110,encourage,plan
1311,female,47700,123,encourage,not plan
1313,male,73590,134,encourage,plan
1314,male,38520,114,encourage,not plan
1315,male,73480,97,encourage,plan
1316,female,68200,138,not encourage,not plan
1319,male,33030,107,encourage,not plan
1321,male,39200,94,not encourage,not plan
1322,male,16700,129,not encourage,not plan
1324,male,61100,82,not encourage,not plan
1325,female,14700,96,not encourage,not plan
1328,female,58900,103,not encourage,not plan
1329,female,62370,136,encourage,not plan
1331,male,37800,97,not encourage,not plan
1333,female,26300,72,not encourage,not plan
1335,male,17300,93,not encourage,not plan
1336,female,45800,72,not encourage,not plan
1339,male,11100,70,not encourage,not plan
1342,male,56210,131,encourage,plan
1343,female,80740,105,encourage,plan
1345,female,34920,103,encourage,not plan
1346,male,35550,128,encourage,not plan
1348,male,48400,108,not encourage,not plan
1349,male,42100,77,not encourage,not plan
1350,female,61100,118,not encourage,not plan
1352,male,31300,109,not encourage,not plan
1353,male,45900,91,not encourage,not plan
1355,male,19800,104,not encourage,not plan
1358,female,15600,99,not encourage,not plan
1359,female,12600,84,not encourage,not plan
1360,female,30400,134,not encourage,not plan
1362,female,9900,110,not encourage,not plan
1363,male,23200,121,not encourage,not plan
1365,female,32600,105,not encourage,not plan
1367,male,45210,106,encourage,plan
1369,female,33900,107,not encourage,not plan
1371,female,9400,98,not encourage,not plan
1372,male,31900,94,not encourage,plan
1375,male,54340,104,encourage,plan
1376,female,40810,125,encourage,plan
1377,female,53000,112,not encourage,not plan
1378,male,15700,107,not encourage,plan
1379,female,59600,107,not encourage,not plan
1383,male,39510,71,encourage,not plan
1384,male,37980,105,encourage,not plan
1385,female,21600,109,not encourage,not plan
1386,male,40040,117,encourage,plan
1387,female,52290,121,encourage,not plan
1391,female,36630,94,encourage,not plan
1392,female,53900,101,encourage,plan
1393,female,10200,97,not encourage,not plan
1394,female,19200,64,not encourage,not plan
1395,female,71900,91,not encourage,not plan
1398,male,46800,90,not encourage,not plan
1399,male,33930,64,encourage,not plan
1400,male,43670,115,encourage,plan
1401,male,58190,135,encourage,plan
1402,male,71060,84,encourage,plan
1403,male,39000,72,not encourage,not plan
1404,female,11400,106,not encourage,not plan
1405,female,61740,119,encourage,not plan
1406,male,48330,117,encourage,not plan
1409,male,50600,107,not encourage,not plan
1412,female,22400,94,not encourage,not plan
1413,male,6380,124,encourage,plan
1417,female,35400,113,not encourage,not plan
1418,male,67870,109,encourage,plan
1419,female,67410,75,encourage,not plan
1422,male,34100,91,not encourage,not plan
1428,male,54900,121,encourage,not plan
1432,male,18630,99,encourage,not plan
1434,female,19000,78,not encourage,not plan
1435,female,42390,80,encourage,not plan
1438,female,32000,95,not encourage,not plan
1441,female,56980,77,encourage,plan
1443,female,40680,87,encourage,not plan
1445,male,41910,107,encourage,plan
1448,female,39300,100,not encourage,not plan
1449,female,66330,90,encourage,plan
1450,male,46300,84,not encourage,not plan
1451,female,9900,101,not encourage,not plan
1454,female,38200,87,not encourage,not plan
1461,male,28440,105,encourage,not plan
1464,male,27360,110,encourage,not plan
1466,male,43200,112,not encourage,not plan
1469,male,33500,65,not encourage,not plan
1470,female,43900,95,not encourage,not plan
1471,male,37700,93,not encourage,not plan
1473,male,41800,70,not encourage,not plan
1475,female,44200,106,not encourage,not plan
1482,female,27000,106,not encourage,not plan
1483,female,11600,72,not encourage,not plan
1484,male,42400,100,not encourage,not plan
1486,female,35000,101,not encourage,not plan
1487,male,48950,110,encourage,plan
1490,male,42390,93,encourage,not plan
1493,male,47190,118,encourage,plan
1494,male,62370,116,encourage,plan
1495,female,31410,132,encourage,not plan
1501,male,45900,63,not encourage,not plan
1506,female,49600,93,not encourage,not plan
1507,female,46000,109,not encourage,plan
1508,male,39870,97,encourage,not plan
1511,male,21700,95,not encourage,not plan
1512,male,45800,98,not encourage,not plan
1514,female,33300,128,not encourage,plan
1515,male,23900,108,not encourage,not plan
1516,female,52140,68,encourage,plan
1521,female,65890,126,encourage,plan
1526,female,19600,122,not encourage,not plan
1527,female,46600,121,not encourage,not plan
1528,male,29250,92,encourage,not plan
1531,male,38520,119,encourage,not plan
1534,male,42900,119,not encourage,not plan
1535,male,28620,75,encourage,not plan
1538,female,74400,63,not encourage,not plan
1539,female,48060,98,encourage,not plan
1540,male,66660,129,encourage,plan
1541,female,35700,99,not encourage,not plan
1542,female,43800,87,not encourage,not plan
1543,female,26400,100,not encourage,not plan
1546,female,47900,106,not encourage,not plan
1547,male,16900,93,not encourage,not plan
1548,female,33330,124,encourage,plan
1552,female,31410,97,encourage,not plan
1553,male,10200,96,not encourage,plan
1558,male,6840,90,encourage,not plan
1559,female,51920,92,encourage,plan
1563,female,39060,98,encourage,not plan
1565,male,38060,104,encourage,plan
1566,male,34600,73,not encourage,not plan
1568,male,39490,94,encourage,plan
1569,male,48100,100,not encourage,not plan
1570,male,32300,81,not encourage,not plan
1571,male,14000,67,not encourage,not plan
1572,male,11800,93,not encourage,not plan
1574,female,55770,105,encourage,plan
